titulo,valor
CARTELA 1067-04 PORCA BORBOLETA 1/4 SFIXA,"3,61"
CARTELA 1056-30GR ARRUELA LISA 1/2 SFIXA,"3,61"
Cartela 0916-04 Bucha 06 P/Gesso S Fixa,"3,61"
CARTELA 0918-02 BUCHA 10 P/GESSO SFIXA,"3,61"
Spot 1090 2 Lampadas Escovado Pavilonis,"85,41"
Plafon Rio De Janeiro Quadrado 1 Lampada E27 60W 25Cm Nacional,"36,96"
Plafon Cuiaba 1 Lampada 60W 25Cm Nacional,"36,96"
Cadeado Haste Longa 30/50 Pado,"22,71"
Prego Polido S/C 6X6 1Kg Gerdau,"30,40"
CARTELA 0118-10 PARAFUSO P/MADEIRA 3.8X30 SFIXA,"3,61"
Luminaria Downlight De Embutir Redonda 6W 6500K Elgin,"21,38"
Luminaria Lumifacil Led 20/2 Autovolt 6500K Taschibra,"56,91"
Luminária de Sobrepor Quadrado Sao Luiz  Lm212/1 Preto Nacional,"84,46"
Luminaria Downlight De Embutir Redonda 12W 6500K Elgin,"31,83"
Luminaria De Embutirutir 24W 6500K Redondaonda Elgin,"60,80"
Luminaria Tartaruga E27 Alumínio Branco Taschibra,"18,91"
Luminaria De Emergencia 30 Bivolt Exbom,"28,41"
Luminária de Sobrepor Quadrado Ceara Lm204/2 Preto Nacional,"75,91"
Luminária de Sobrepor Florianopolis Lm215/3 Preto Nacional,"119,61"
Luminária de Sobrepor Florianopolis  Lm215/2  Nacional,"90,25"
Luminária de Sobrepor Macapa Retangular Lm214/3 Branca Nacional,"120,56"
Luminária de Sobrepor Macapa Retangular Lm214/2 Branco Nacional,"101,18"
Luminária de Sobrepor Quadrado Sao Luiz Preto  Lm212/4 Nacional,"140,41"
Luminária de Sobrepor Quadrado Porto Alegre Lm211/1 Branco Nacional,"84,46"
Luminária de Sobrepor Quadrado Alagoas Lm202/2  Branco Nacional,"89,30"
Plafon Manaus Redondo 2 Lampadas E27 60W 30Cm Nacional,"46,08"
Luminaria Ta 6 Bca 1Xe27 12038 Taschibra,"14,16"
CARTELA 0925-04 ESCAPULA BUCHA 08 SFIXA,"3,61"
CARTELA 1062-04 PORCA TORNEADA 3/8 SFIXA,"3,61"
CARTELA 0917-02 BUCHA 08 P/GESSO SFIXA,"3,61"
Lampada Led Bulbo 7W A60 3000K E27 Bivolt Galaxy,"9,98"
Lampada Mista 250W 220V E27 Flc,"28,41"
Escada Alumínio 8 Degraus Maestro,"175,75"
Lampada Mista 250W  220V  E27  Brasfort,"45,51"
Lampada Led Bulbo Tkl 450/30  6500K E27 Taschibra,"9,49"
"Lampada Led Bulbo 4,8W A60 3000K  E27  Bivolt Galaxy","8,08"
Lampada Para Fogão E Geladeira Pera Cl 40W 127V Taschibra,"3,33"
Lampada Mista 250W 220V  E40 Flc,"31,26"
Lampada Mista 160W 220V E27 Brasfort,"24,61"
Lampada Mista 250W 220V E40 Sylvania,"28,41"
Lampada Mista 250W 220V E40 Foxlux,"37,91"
Lampada Led Bulbo Tkl900/60  6500K  E27  Taschibra,"11,88"
Plafon Recife Quadrado 1 Lampada E27 60W 25Cm Nacional X,"36,96"
Plafon Manaus Redondo 1 Lampada E27 60W 25Cm Nacional,"36,96"
Plafon São Paulo Quadrado 1 Lampada E27 25Cm Nacional,"36,96"
Plafon Led Para Quadrado 15W 25Cm  Pl1007  Nacional,"55,01"
Plafonier Turquia Aliuminio Cobreado  E27 Kin,"10,44"
Plafon Quadrado Branco 85001 Pavilonis,"10,36"
Plafon Octagonal Branco 910 Pavilonis,"8,17"
Painel Led 12-6W Sobrepor Redondo 6500K Taschibra,"21,76"
Plafonier Turquia Alumínio Cereja E27 Kin,"10,26"
Plafon Recife Redondo 1 Lp E27 25Cm Nacional,"36,96"
Plafon Red Solari 2 Lampdas E27 Taschibra,"14,82"
Plafon Red 25Cm Led Cristal Branco Blumenau,"35,06"
Plafon Cuiaba 2 Lampadas E27 60W 30Cm Nacional,"46,46"
Plafon Rio De Jandeiro Quadrado  2 Lampadas  E27  60W  - Nacional,"46,17"
Plafon Recife Redondo 2 Lampadas E27 30Cm Nacional,"46,08"
Painel Led 17-12W Embutir Quadrado 6500K Taschibra,"30,40"
Painel Led 22-18W Sobrepor Redondo 6500K  Taschibra,"50,35"
Painel Led 17-12W Sobrepor Redondo 6500K Taschibra,"35,06"
Plafon Amazonas Quadrado 1 Lampada Pl145 Preto Com Branco Nacional,"77,90"
Plafon Para 1 Lampada E27 60W 25Cm Nacional,"38,95"
Plafon Recife Quadrado 2 Lampadas E27 60W 30Cm Nacional,"46,17"
Plafon Led Boa Vista Quadrado 19W 30 Cm Pl103 Nacional,"66,41"
Plafon Belem Redondo 2 Lampdas E27 30 Cm Nacional,"46,08"
Plafon Belem Redondo 1 Lampada E27 25Cm Nacional,"36,96"
Plafon São Paulo Quadrado 2 Lampadas E27 30Cm Nacional,"47,41"
Arandela Recife 1 Lampada E27 60W 12X20  Ar101/1 Nacional,"28,03"
Arandela Rio De Jandeiro 1 Lampada E27 60W 12X20 - Nacional,"28,03"
Arandela Manaus 1 Lampadas E27 60W 12X20 Ar100/1 Nacional,"28,03"
Arandela Rio Branco Fosco Cristial Ar301/1 Nacional,"48,45"
Luminaria Led Slim 10W 6500K Bv Ecp,"52,25"
Painel Led 12-6W Sobrepor Quadrado 6500K Taschibra,"33,16"
Lampada Led Tubular 9W 6500K Bv Galaxy,"19,95"
Plafon Led Belem Redondo 15W 25Cm Nacional,"55,01"
Arandela Nata 1 Lampadas E27 60W 12X20 Ar104/1  Nacional,"28,03"
"SIFAO SANFONADO UNIV BRANCO 1,50M ASTRA","17,96"
SIFAO SANFONADO UNIV CROMADO ASTRA,"23,66"
SIFAO SANFONADO COPO BRANCO ASTRA,"16,63"
Sifão Duplo Branco Astra,"23,28"
TANQUE PLASTICO 58X52X32 24L TQ2/SC* BR1 ASTRA,"85,41"
"CAIXA D' AGUA AMANCO FECHADA 500 LITROS, ","312,55"
CORPO CAIXA GORDURA DN300 13152 AMANCO,"205,20"
"GRELHA ROTATIVA RED BRANCA 9,7CM GRB9 ASTRA","5,61"
SIFAO SANFONADO COPO UNIV CROMADO ASTRA,"28,41"
TORNEIRA BOIA P/CAIXA D'AGUA 3/4 VERDE18382 AMANCO,"17,01"
Caixa D' Agua Acqualimp Protegida Az 1000Lt,"514,81"
Caixa D'Agua Acqualimp água limpa bege 500 Lts,"509,11"
"CAIXA D' AGUA AMANCO FECHADA 310LT, ","237,41"
Caixa D' Agua Acqualimp Protegida Az 500Lt,"332,41"
CAIXA D'AGUA AMANCO ABERTA 500LT,"170,91"
"CAIXA SIIFONADA QUADRADA BRANCO GRELHA VORTICE 100X100X50 20769 AMANCO, ","14,73"
"Caixa D' Agua Amanco Aberta 310Lt,Sobre o Produto","142,41"
Caixa D'Agua Acqualimp Agua Limpa Bege 1000L,"755,16"
Anel Vedacao Dn100 90114 Amanco,"2,38"
Anel Vedacao Dn150 90115 Amanco,"9,31"
TUBO DE LIGACAO 25CM CROMADO ASTRA,"16,06"
TUBO DE LIGACAO 25CM BCO CLA1 ASTRA,"12,83"
"Tubo Esgoto Dn100 6M 10472 Amanco,Sobre o Produto","56,91"
"Tubo Esgoto Dn200 6M 16603 Amanco,Sobre o Produto","264,58"
"Tubo Esgoto Dn75 3M 10476  Amanco,Sobre o Produto","30,88"
Anel Vedacao Dn50 90112 Amanco,"1,24"
"Tubo Esgoto Dn75 6M 10471 Amanco,Sobre o Produto","56,91"
"Tubo Esgoto Dn50 6M 10470 Amanco,Sobre o Produto","36,96"
"Tubo Esgoto Dn50 3M 10475 Amanco,Sobre o Produto","21,76"
"Tubo Esgoto Dn40 6M 10469 Amanco,Sobre o Produto","22,71"
"Tubo Esgoto Dn100 3M 10477 Amanco,Sobre o Produto","30,31"
"Tubo Esgoto Dn40 3M 10474 Amanco,Sobre o Produto","13,21"
"Tubo Esgoto Dn150 6M 10473 Amanco,Sobre o Produto","141,55"
"Tubo Soldável 25Mm 6M 10458 Amanco,Sobre o Produto","16,63"
"Tubo Soldável 32Mm 3M 16189 Amanco,Sobre o Produto","19,95"
"Tubo Soldável 50Mm 6M 10461 Amanco,Sobre o Produto","61,28"
"Tubo Soldável 32Mm 6M 10459 Amanco,Sobre o Produto","35,06"
"Tubo Soldável 25Mm 3M 16188 Amanco,Sobre o Produto","9,49"
"Tubo Soldável 20Mm 6M 10457 Amanco,Sobre o Produto","14,24"
"Tubo Soldável 20Mm 3M 10087 Amanco,Sobre o Produto","8,46"
"Tubo Soldável 40Mm 3M 10090 Amanco,Sobre o Produto","30,40"
"Tubo Soldável 75Mm 3M 11467 Amanco,Sobre o Produto","81,23"
Caixa D' Agua Acqualimp Facil Instalacao Cz 310Lt,"237,41"
"Tubo Esgoto Dn150 3M 10048 Amanco,Sobre o Produto","73,63"
CAIXA DE DESCARGA BRANCO ECO 15795 AMANCO,"32,87"
"Tubo Soldável 60Mm 3M 16192 Amanco,Sobre o Produto","53,68"
"Tubo Soldável 40Mm 6M 10460 Amanco,Sobre o Produto","52,16"
Anel Vedacao Dn200 94168 Amanco,"16,06"
"Tubo Soldável 60Mm 6M 10462 Amanco,Sobre o Produto","94,91"
"Tubo Descarga Lgo Ext Desc Dn40X1,60M 90597 Amanco,Sobre o Produto","13,21"
Caixa D' Agua Acqualimp Protegida Az 2500Lt,"1.424,91"
CORPO CAIXA SIFONADA REDONDA N97 250X230X75 12701 AMANCO,"40,76"
CORPO CAIXA SIFONADA REDONDA N93 150X150X50 10118 AMANCO,"19,95"
CORPO CAIXA SIFONADA REDONDA N91 100X100X50 10116 AMANCO,"8,08"
Caixa D' Agua Acqualimp Protegida Az 1500Lt,"807,41"
"GRELHA ROTATIVA QD BRANCA 9,4CM GRB11 ASTRA","6,56"
CORPO CAIXA INSPECAO DN300 13154 AMANCO,"160,46"
"PORTA GRELHA RED BRANCA 9,7CM PG11 ASTRA","2,76"
ANTI INFILTRACAO DN150 10377 AMANCO,"30,88"
ANTI INFILTRACAO DN100 10378  AMANCO,"16,06"
"PORTA GRELHA QD BRANCA 9,4CM PG13 ASTRA","3,71"
Temporizador De Programação Lj 98633 Amanco,"105,36"
Torneira Para Cozinha Mesa Flex Black 7048531 Lorenzetti,"161,41"
Torneira Para Lavabo Mesa Bm C40 Light 30640 Bognar,"56,91"
Torneira Para Cozinha Mesa Flex Red 7048535 Lorenzetti,"137,56"
Torneira Para Lavabo Mesa Bm C25 1/4 31153 Bognar,"66,41"
Torneira Para Lavabo Mesa Bm C53 Light 30643 Bognar,"64,51"
Torneira Para Cozinha Mesa Bm C40 Light 30644 Bognar,"63,56"
Torneira Para Lavabo Mesa C25 1/4 31179 Bognar,"70,21"
Torneira Para Cozinha Mesa Bm C50 Light 30645 Bognar,"59,76"
"Bucha Reducao Soldável Longa 60X25Mm 11546 Amanco,Sobre o Produto","6,64"
CAP SOLDAVEL 40MM 11572 AMANCO,"3,71"
"Joelho 45 Soldável 40Mm 11644 Amanco,Sobre o Produto","4,66"
"Joelho 45 Soldável 32Mm 11643 Amanco,Sobre o Produto","3,04"
"Bucha Reducao Soldável Curta 40X32Mm 11534 Amanco,Sobre o Produto","1,81"
"Joelho 90 Esgoto Dn75 11658 Amanco,Sobre o Produto","5,23"
"Te Esgoto Dn50X50 11803 Amanco,Sobre o Produto","6,56"
"Te Esgoto Dn40X40 11802 Amanco,Sobre o Produto","2,66"
"Te Esgoto Dn75X75 11804 Amanco,Sobre o Produto","11,88"
"Conector Trans Sup Cpvc Dn28X1 20240 Amanco,Sobre o Produto","24,61"
"Te Sup Cpvc Dn28 20299 Amanco,Sobre o Produto","6,56"
"Curva Trans Sup Cpvc Dn22 99787 Amanco,Sobre o Produto","7,13"
"Joelho 90 Sup Cpvc Dn22 20262 Amanco,Sobre o Produto","3,33"
"Luva Reducao Soldável 25X20Mm 11729 Amanco,Sobre o Produto","1,14"
"Luva Simples Sup Cpvc Dn22 20280 Amanco,Sobre o Produto","1,90"
"Joelho 90 Trans Sup Cpvc Dn22X1/2 20265 Amanco,Sobre o Produto","11,31"
"Adaptador Soldável Bolsa/Rosca 60Mmx2 11512 Amanco,Sobre o Produto","9,12"
"Luva Soldável 60Mm 11747 Amanco,Sobre o Produto","10,36"
"Luva Soldável Com Rosca Lr  25Mmx1/2 11754 Amanco,Sobre o Produto","1,81"
"Bucha Reducao Soldável Longa 60X50Mm 11549 Amanco,Sobre o Produto","10,93"
"Uniao Soldável 25Mm 11874 Amanco,Sobre o Produto","6,56"
"Curva 90 Soldável 32Mm 11610 Amanco,Sobre o Produto","7,59"
"Luva Reducao Soldável 50X25Mm 98889 Amanco,Sobre o Produto","5,61"
"Uniao Soldável 32Mm 11875 Amanco,Sobre o Produto","10,93"
"Luva Soldável 75Mm 11748 Amanco,Sobre o Produto","15,68"
"Joelho 90 Soldável 75Mm 11676 Amanco,Sobre o Produto","61,66"
"Joelho 45 Soldável 60Mm 11646 Amanco,Sobre o Produto","23,56"
"Luva Soldável Com Rosca Lr  40Mmx1.1/4 11955 Amanco,Sobre o Produto","8,08"
"Uniao Soldável 60Mm 11878 Amanco,Sobre o Produto","52,73"
"Joelho 45 Soldável 20Mm 11641 Amanco,Sobre o Produto","0,95"
"Uniao Soldável 40Mm 11876 Amanco,Sobre o Produto","19,95"
"Joelho 45 Soldável 75Mm 11647 Amanco,Sobre o Produto","47,41"
"Curva 90 Soldável 60Mm 11613 Amanco,Sobre o Produto","22,33"
Adaptador Soldável Anel Vedação 40Mmx1.1/4 14323 Amanco,"24,61"
Adaptador Soldável Anel Vedação 20Mmx1/2 14320 Amanco,"10,36"
"Adaptador Soldável Bolsa/Rosca 75Mmx2.1/2 11513 Amanco,Sobre o Produto","15,96"
"Adaptador Soldável Bolsa/Rosca 40Mmx1.1/4 11510 Amanco,Sobre o Produto","3,33"
"Cap Soldável 50Mm 11573 Amanco,Sobre o Produto","5,89"
"Luva Esgoto Simples Dn75 11739 Amanco,Sobre o Produto","5,61"
"Bucha Reducao Esgoto Dn50X40 11518 Amanco,Sobre o Produto","2,38"
"Joelho 45 Esgoto Dn40 11632 Amanco,Sobre o Produto","2,38"
"Joelho 90 Esgoto Br C/Anel Dn40X38 11651 Amanco,Sobre o Produto","4,66"
"Te Esgoto Dn100X100 11801 Amanco,Sobre o Produto","12,26"
"Joelho 45 Esgoto Dn75 11634 Amanco,Sobre o Produto","6,56"
"Luva Esgoto Correr C/Anel Dn40 18411 Amanco,Sobre o Produto","6,84"
"Juncao Esgoto Simples Dn100X100 11699 Amanco,Sobre o Produto","17,96"
"Cap Esgoto Dn50 11562 Amanco,Sobre o Produto","3,71"
"Luva Esgoto Simples Dn40 11723 Amanco,Sobre o Produto","1,24"
"Luva Esgoto Simples Dn150 10053 Amanco,Sobre o Produto","23,66"
"Luva Esgoto Correr C/Anel Dn50 18481 Amanco,Sobre o Produto","8,08"
Cap Soldável 32Mm 11571 Amanco,"1,81"
"Cap Esgoto Dn100 11560 Amanco,Sobre o Produto","7,51"
"Luva Esgoto Correr S/Anel Dn150 90668 Amanco,Sobre o Produto","35,06"
"Cap Esgoto Dn75 11563 Amanco,Sobre o Produto","6,56"
"Te Esgoto Reducao Dn75X50 11816 Amanco,Sobre o Produto","10,93"
"Luva Esgoto Correr C/Anel Dn100 11710 Amanco,Sobre o Produto","13,21"
"Te Sup Cpvc Dn22 20298 Amanco,Sobre o Produto","3,99"
"Te Trans Sup Cpvc Dn22X3/4 20317 Amanco,Sobre o Produto","11,02"
"Curva 45 Esgoto Curta  Dn100 11952 Amanco,Sobre o Produto","22,71"
"Juncao Esgoto Simples Dn75X75 11704 Amanco,Sobre o Produto","13,21"
"Cap Esgoto Dn40 11561 Amanco,Sobre o Produto","2,76"
"Joelho 90 Esgoto C/Visita 100X75 14151 Amanco,Sobre o Produto","41,71"
"Conector Trans Sup Cpvc Dn22X3/4 20239 Amanco,Sobre o Produto","16,06"
"Te Misturador Sup Cpvc Dn22X3/4 20307 Amanco,Sobre o Produto","25,56"
"Uniao Sup Cpvc Dn28 20320 Amanco,Sobre o Produto","15,20"
"Uniao Sup Cpvc Dn15 20318 Amanco,Sobre o Produto","9,03"
"Joelho 45 Sup Cpvc Dn22 20253 Amanco,Sobre o Produto","4,37"
"Joelho 45 Sup Cpvc Dn15 20252 Amanco,Sobre o Produto","2,38"
"Curva 90 Sup Cpvc Dn28 99785 Amanco,Sobre o Produto","8,08"
"Te Misturador Sup Cpvc Dn15X1/2 20306 Amanco,Sobre o Produto","17,58"
"Luva Correr Sup Cpvc Dn22 20275 Amanco,Sobre o Produto","6,18"
"Curva 90 Sup Cpvc Dn22 99784 Amanco,Sobre o Produto","4,74"
"Conector Trans Sup Cpvc 35X1.1/4 20241 Amanco,Sobre o Produto","26,51"
"Joelho 45 Sup Cpvc Dn28 20254 Amanco,Sobre o Produto","6,27"
"Luva Simples Sup Cpvc Dn35 20282 Amanco,Sobre o Produto","7,13"
Ventosa Simples 60672 Cortag,"47,41"
"Luva Trans Sup Cpvc 35X1.1/4 20292 Amanco,Sobre o Produto","71,16"
"Joelho 90 Sup Cpvc Dn35 20268 Amanco,Sobre o Produto","11,88"
Pressurizador Max Turbo 220V Lorenzetti,"132,91"
"Te Reducao Sup Cpvc 28X22 20310 Amanco,Sobre o Produto","8,08"
"Plug C/Rosca 3/4 11764 Amanco,Sobre o Produto","0,95"
"Bucha Reducao C/Rosca 3/4X1/2 11529 Amanco,Sobre o Produto","1,14"
"Plug C/Rosca 1/2 11763 Amanco,Sobre o Produto","0,09"
"Bucha Reducao C/Rosca 1X3/4 11526 Amanco,Sobre o Produto","2,19"
"Niple C/Rosca 1 1/2 11757 Amanco,Sobre o Produto","6,56"
"Cap Roscavel 1.1/2 11565 Amanco,Sobre o Produto","8,08"
"Te C/Rosca 3/4 11833 Amanco,Sobre o Produto","3,33"
"Luva Reducao Soldável 60X50Mm 98890 Amanco,Sobre o Produto","13,78"
"Curva 90 Esgoto Curta Dn50 11587 Amanco,Sobre o Produto","8,08"
"Luva Trans Sup Cpvc 22X1/2 20289 Amanco,Sobre o Produto","6,64"
"Niple C/Rosca 3/4 11759 Amanco,Sobre o Produto","1,43"
Torneira Para Cozinha Mesa F27 7111000 Lorenzetti,"28,41"
Torneira para Cozinha Mesa F34 7111002 Lorenzetti,"30,40"
Torneira Elétrica Easy 5500W 220V Br Lorenzetti,"88,35"
Torneira Elétrica Easy 4800W 127V Br Lorenzetti,"88,35"
Torneira Para Cozinha Mesa C47 7011151 Lorenzetti,"123,41"
Torneira Elétrica Versatil 5500W 220V Br Lorenzetti,"161,41"
Torneira Para Cozinha Par C47 7011147 Lorenzetti,"132,81"
Torneira Para Maquina F34 Cromada 7112005 - Lorenzetti,"46,55"
Torneira para Cozinha Mesa C30 7011200 Lorenzetti,"80,66"
Torneira Para Lavatorio Mesa F34 7110009 Lorenzetti,"52,16"
Torneira para Cozinha Mesa C34 7011137 Lorenzetti,"136,71"
Torneira para Lavatorio Mesa Way C30 7010230 Lorenzetti,"91,20"
Torneira para Lavatorio Mesa C44 7010130 Lorenzetti,"284,05"
Torneira Para Lavabo Mesa Ba C47 7010204 Lorenzetti,"123,41"
Torneira para Lavabo Mesa C41 Dn1 7010137 Lorenzetti,"142,41"
Torneira Para Cozinha Par C25 1/4 31152 Bognar,"65,46"
Torneira Para Cozinha Par C40 1/2-3/4 30636 Bognar,"54,06"
Torneira C/Filtro Par Bm C40 Light 30736 Bognar,"123,41"
Torneira C/Filtro Par Bm C50 Light 30737 Bognar,"126,26"
Torneira Para Cozinha Par Bm C50 Light 30637 Bognar,"54,06"
"Pasta Lubrificante Bisnaga 80G 90131 Amanco,Sobre o Produto","6,18"
Torneira Para Cozinha Mesa Bm C41 7011102 Lorenzetti,"141,46"
Torneira Para Cozinha Par C25 1/4 31160 Bognar,"66,41"
Torneira Para Cozinha Mesa Bm C53 Light 30647 Bognar,"62,61"
Torneira Para Cozinha Mesa Flex White 7048539 Lorenzetti,"161,41"
Torneira Para Cozinha Mesa Bm C25 1/4 31175 Bognar,"93,96"
"PROLONGADOR PARA REGISTRO DECA ABS CR 40MM 160106-212 BLUKIT, ","22,71"
Conjunto Grelha Alumínio Polido 20X20 Lgmais,"20,90"
"PROLONGADOR PARA REGISTRO DECA ABS CR 20MM 160105-21 BLUKIT, ","16,06"
KIT FACIL PARA REGISTRO DE GAVETA 289209 BLUKIT,"66,41"
Torneira Tanque/Maquina C25 1/4 31158 Bognar,"93,01"
Torneira Para Lavabo Mesa C25 1/4 31156 Bognar,"53,11"
Lanterna Com 5 Leds Recarregável 9Mu Eda,"20,90"
Machadinha Unha 450G 40560/001 Tramontina,"53,11"
Soquete C/Acessorios 40Pcs 8Zi Eda,"41,33"
Marreta 2Kg 40508/004 Tramontina,"56,05"
Martelo Unha Polido 23mm 7Yi Eda,"16,06"
Martelo De Borracha 40Mm Preto At5040P Atlas,"17,96"
Prumo De Centro 400G 43181/501 Tramontina,"31,26"
Vanga Quadrada Com Cabo 71Cm Tramontina,"29,45"
Talha 3T Corrente Dupla 3M Terra,"927,20"
Talha 3T Corrente Dupla 5M Terra,"1.120,91"
Talha 5T Corrente Dupla 3M Terra,"1.111,41"
Talha 5T Corrente Dupla 5M Terra,"1.329,91"
"Talha Alavanca 0,75T Catraca 1,5M Terra","620,35"
"Talha Alavanca 0,75T Catraca 3M Terra","664,91"
"Talha Alavanca 1,5T Catraca 1.5M Terra","798,95"
"Talha Alavanca 1,5T Catraca 3M Terra","844,55"
Machadinha Cabo Fibra De Vidro 8Yt Eda,"37,91"
Maleta Soquete/Acess  1/2  22 Peças  Tramontina,"150,86"
Marreta Oitavada 1Kg 40508/002 Tramontina,"35,06"
Marreta Oitavada 500G 40508/001 Tramontina,"28,41"
Marreta 1.5Kg 40508/003 Tramontina,"45,51"
Martelo Unha 27mm 40370/027 Tramontina ,"28,41"
Martelo Unha 23Mm 40370/023 Tramontina,"23,66"
Martelo Unha 20Mm 40370/020 Tramontina,"26,51"
Martelo Unha Cb Emborrac 20Mm 5Cz Eda,"13,21"
Martelo Unha 25Mm Cabo Fibra De Vidro Eda,"28,41"
Martelo Unha 29mm 40370/029 Tramontina,"35,06"
Martelo Unha 25mm 40370/025 Tramontina,"26,13"
Martelo Borracha 60Mm 9Gy Eda,"17,58"
Martelo Borracha Pro 60mm 8Vi Eda,"9,98"
Martelo Unha Polido 25Mm 5Wr Eda,"18,91"
Martelo Unha Fibra Vidro 29Mm 8Vp Eda,"36,01"
Martelo Borracha 80Mm 9Uw Eda,"28,31"
Martelo Bola 300G 40410/012 Tramontina,"47,41"
Martelo de Borracha 60mm Branco At5060 Atlas,"32,21"
Nivel De Madeira 12'' Thompson,"14,16"
Nivel Alumínio 50Cm  9Ko  Eda,"18,53"
Nivel Alumínio 40Cm 9Km Eda,"16,06"
Prumo 500G 43180/001 Tramontina,"26,51"
Nivel Magnetico 12 43110/012 Tramontina,"78,76"
Nivel De Alumínio 45Cm 43100/018 Tramontina,"54,06"
Nivel de Alumínio 30Cm 43100/012 Tramontina,"36,96"
Pá De Bico Com Cabo 71Cm 77459/434 Tramontina,"26,13"
Pá Quadrada Com Cabo 71Cm 77464/434 Tramontina,"24,61"
Vanga Quadrada C/Cabo 120Cm Tramontina,"37,91"
"Talha 0,5T Corrente Dupla 5M Terra","529,06"
Nivel Laser Gcl2-15 Com Gancho Maleta Bosch,"740,91"
Talha 1T Corrente Dupla 3M Terra,"543,40"
Cavadeira Articulada Com Cabo 110Cm Tramontina,"39,43"
Talha 1T Corrente Dupla 5M Terra,"623,20"
Talha 2T Corrente Dupla 3M Terra,"689,70"
Cavadeira Light Com Cabo 145Cm Tramontina,"88,83"
Talha 2T Corrente Dupla 5M Terra,"835,05"
Picareta Chibanca Com Cabo 90Cm 77308843 Tramontina,"68,31"
Cavadeira Articulada Com Cabo 120Cm Tramontina,"58,81"
"Torques De Armador 9"" 6Iz Eda","16,15"
Talhadeira Sext C/Prot Borracha 14X350Mm Cortag,"32,21"
Picareta Estreita com Cabo 90Cm 77300543 Tramontina,"65,46"
Torques de Armador 13'' 41052/113 Tramontina,"50,26"
Plaina N04 Excellent 6Ez  Eda,"62,61"
Trena Laser M20 Bosch,"291,56"
"Trena 7,5 Metros 43166/375 Tramontina","28,41"
Rebitador Manual 10 41020/110  Tramontina,"68,88"
Trena 5 Metros 43166/305 Tramontina,"17,01"
Trena Emborrachada 5M 8Bm Eda,"14,16"
Trena Emborrachada 10M 8Bn Eda,"31,26"
Trena Fibra De Vidro 50Mt 7Gr Eda,"37,91"
Rodel Cortante 80Mm 60200 Cortag,"12,26"
Riscador P/Pisos E Azulejos Cortag,"12,26"
"Torques De Armador 12"" 5Km Eda","27,55"
Plaina N05 Excellent 6Fa  Eda,"75,91"
Trena 10 Metros 43156/310 Tramontina,"52,16"
"Kit Alicate 8"" + Chave Teste 1/8X3 Tramontina","31,35"
Ponteiro Sext C/Prot Borracha 14X350Mm Cortag,"31,26"
Alicate P/Nivelamento Piso 60695 Cortag,"85,41"
Batedor para Argamassa Cortag,"40,76"
Riscador Multiuso Cortag,"12,26"
Chave de Fenda Ponta Chava 1/4 X 8 Tramontina,"9,41"
"Cinturao Para Ferramentas 22"" Stst511304  Stanley","90,16"
"Caixa Para Ferramenta 19""  19-013  Stanley","66,41"
Cinto Para Ferramentas Com 11 Bolsos  9Ft  Eda,"34,11"
"Caixa Para Ferramentas 13"" 43803/113 Tramontina","37,91"
Colher de Pedreiro 8 77350/085 Tramontina,"17,58"
Colher De Pedreiro 9 77350/095 Tramontina,"18,91"
Maleta Ferramentas 113 Pcs 8Sg Eda,"265,53"
Chave de Fenda Ponta Cruzada 3/8 X 8 Tramontina,"15,68"
Chave P/Tubo Stilson Pro Cb Plast 18 8Tk Eda,"61,28"
Chave Starter 11X13Mm 1Ef Eda,"12,83"
Chave Teste 1/8X3 41900/110 Tramontina,"16,06"
Cortador Profissional Hd 750 Cortag,"168,06"
Cortador Profissional Master 90 Cortag,"350,55"
"Enxadao Estreito 2,5 Com Cabo 1,30  77272/54  Tramontina","44,18"
Cortador Profissional Tec-50 Cortag,"85,41"
Chave Combinada 6Mm 42246/106 Tramontina,"7,13"
Chave Combinada 26Mm 42246/126 Tramontina,"30,97"
Chave Combinada 25Mm 42246/125 Tramontina,"29,45"
Chave Combinada 18Mm 42246116 Tramontina,"13,30"
Chave de Roda 19mm 42830/919 Tramontina,"20,81"
Chave Estrela 18X19Mm 42026/107 Tramontina,"25,56"
"Chave Estrela 10X11mm 42026/103 Tramontina, ","15,11"
Chave Estrela 14X15Mm 42026/105 Tramontina,"20,81"
Chave de Fenda Ponta Chata 1/8X3 Tramontina,"4,37"
Chave Estrela 21X23Mm 42026/109 Tramontina,"34,11"
Chave Estrela 12X13Mm 42026/104 Tramontina,"17,96"
Chave Estrela 20X22Mm 42026/108 Tramontina,"28,41"
Chave de Fenda Ponta Chata 3/8 X 10 Tramontina,"19,95"
Chave Estrela 16 X 17mm 42026/106 Tramontina,"21,76"
Chave Estrela 6X7Mm 42026 101 Tramontina,"13,21"
Chave de Fenda Ponta Chava 3/16 X 4 Tramontina,"6,18"
Chave de Fenda Ponta Chava 1/4 X 6 Tramontina,"9,03"
Chave De Fenda Ponta Chata 3/16X5 Tramontina,"6,56"
Chave de Fenda Ponta Chava 1/4 x 4 Tramontina,"8,08"
Chave de Fenda Ponta Chava 1/8X4 Tramontina,"4,74"
Chave de Fenda Ponta Chava 3/16 X 3 Tramontina,"5,69"
Chave de Fenda Ponta Chava 3/16 X 6 Tramontina,"6,64"
Chave De Fenda Ponta Chata 3/8 X 8 Tramontina,"18,53"
Chave De Fenda Ponta Chava 5/16 X 8 Tramontina,"12,35"
